X	Y
0	0
0.009009009	0.01793734
0.018018018	0.035715235
0.027027027	0.053336494
0.036036036	0.070803854
0.045045045	0.08811998
0.054054054	0.105287467
0.063063063	0.122308846
0.072072072	0.139186584
0.081081081	0.155923083
0.09009009	0.172520689
0.099099099	0.188981687
0.108108108	0.205308308
0.117117117	0.221502729
0.126126126	0.237567072
0.135135135	0.253503411
0.144144144	0.26931377
0.153153153	0.285000125
0.162162162	0.300564406
0.171171171	0.316008498
0.18018018	0.331334244
0.189189189	0.346543443
0.198198198	0.361637854
0.207207207	0.376619197
0.216216216	0.391489154
0.225225225	0.406249369
0.234234234	0.420901449
0.243243243	0.435446968
0.252252252	0.449887464
0.261261261	0.464224443
0.27027027	0.478459378
0.279279279	0.492593713
0.288288288	0.506628858
0.297297297	0.520566197
0.306306306	0.534407082
0.315315315	0.548152841
0.324324324	0.561804771
0.333333333	0.575364145
0.342342342	0.588832209
0.351351351	0.602210186
0.36036036	0.615499271
0.369369369	0.628700639
0.378378378	0.64181544
0.387387387	0.654844802
0.396396396	0.667789831
0.405405405	0.680651612
0.414414414	0.693431208
0.423423423	0.706129663
0.432432432	0.718748002
0.441441441	0.731287228
0.45045045	0.743748327
0.459459459	0.756132268
0.468468468	0.768439999
0.477477477	0.780672453
0.486486486	0.792830545
0.495495495	0.804915174
0.504504505	0.816927222
0.513513514	0.828867556
0.522522523	0.840737027
0.531531532	0.852536471
0.540540541	0.86426671
0.54954955	0.875928551
0.558558559	0.887522786
0.567567568	0.899050196
0.576576577	0.910511545
0.585585586	0.921907587
0.594594595	0.933239063
0.603603604	0.944506698
0.612612613	0.955711209
0.621621622	0.966853299
0.630630631	0.97793366
0.63963964	0.988952972
0.648648649	0.999911903
0.657657658	1.010811113
0.666666667	1.021651248
0.675675676	1.032432945
0.684684685	1.043156831
0.693693694	1.053823523
0.702702703	1.064433627
0.711711712	1.074987742
0.720720721	1.085486453
0.72972973	1.095930341
0.738738739	1.106319975
0.747747748	1.116655916
0.756756757	1.126938715
0.765765766	1.137168916
0.774774775	1.147347055
0.783783784	1.157473659
0.792792793	1.167549247
0.801801802	1.17757433
0.810810811	1.187549413
0.81981982	1.197474992
0.828828829	1.207351555
0.837837838	1.217179585
0.846846847	1.226959556
0.855855856	1.236691935
0.864864865	1.246377184
0.873873874	1.256015757
0.882882883	1.265608101
0.891891892	1.275154659
0.900900901	1.284655864
0.90990991	1.294112147
0.918918919	1.303523929
0.927927928	1.312891627
0.936936937	1.322215654
0.945945946	1.331496413
0.954954955	1.340734304
0.963963964	1.349929723
0.972972973	1.359083057
0.981981982	1.36819469
0.990990991	1.377265
1	1.386294361
1.009009009	1.39528314
1.018018018	1.404231701
1.027027027	1.413140402
1.036036036	1.422009596
1.045045045	1.430839632
1.054054054	1.439630855
1.063063063	1.448383604
1.072072072	1.457098215
1.081081081	1.465775018
1.09009009	1.474414341
1.099099099	1.483016505
1.108108108	1.491581828
1.117117117	1.500110626
1.126126126	1.508603207
1.135135135	1.51705988
1.144144144	1.525480945
1.153153153	1.533866701
1.162162162	1.542217444
1.171171171	1.550533464
1.18018018	1.55881505
1.189189189	1.567062484
1.198198198	1.575276048
1.207207207	1.583456018
1.216216216	1.591602669
