X	Y
-100	1.368684513
-99.7997998	1.412134313
-99.5995996	1.399174387
-99.3993994	1.330322438
-99.1991992	1.208328855
-98.998999	1.038066848
-98.7987988	0.826337775
-98.5985986	0.581599457
-98.3983984	0.313628317
-98.1981982	0.033128844
-97.997998	-0.248694007
-97.7977978	-0.52058242
-97.5975976	-0.771675424
-97.3973974	-0.991942749
-97.1971972	-1.172585501
-96.996997	-1.306387648
-96.7967968	-1.38800427
-96.5965966	-1.414175076
-96.3963964	-1.383854636
-96.1961962	-1.298254141
-95.995996	-1.160793028
-95.7957958	-0.976962375
-95.5955956	-0.754105563
-95.3953954	-0.501124925
-95.1951952	-0.228126135
-94.99499499	0.05398548
-94.79479479	0.333940568
-94.59459459	0.600555921
-94.39439439	0.84318121
-94.19419419	1.052124418
-93.99399399	1.219039011
-93.79379379	1.337257347
-93.59359359	1.402057024
-93.39339339	1.410849527
-93.19319319	1.363283628
-92.99299299	1.261259413
-92.79279279	1.108852386
-92.59259259	0.912150663
-92.39239239	0.679011778
-92.19219219	0.418748795
-91.99199199	0.141758293
-91.79179179	-0.140894947
-91.59159159	-0.417919937
-91.39139139	-0.678250517
-91.19119119	-0.91148741
-90.99099099	-1.108313634
-90.79079079	-1.260866684
-90.59059059	-1.36305261
-90.39039039	-1.410789449
-90.19019019	-1.402170285
-89.98998999	-1.337539423
-89.78978979	-1.219478634
-89.58958959	-1.052704027
-89.38938939	-0.843877651
-89.18918919	-0.601341374
-88.98898899	-0.334783656
-88.78878879	-0.054852526
-88.58858859	0.227269767
-88.38838839	0.500313443
-88.18818819	0.753371384
-87.98798799	0.976334826
-87.78778779	1.160297177
-87.58758759	1.297909797
-87.38738739	1.383675553
-87.18718719	1.414168409
-86.98698699	1.388170284
-86.78678679	1.306719712
-86.58658659	1.17307035
-86.38638639	0.992561015
-86.18618619	0.77240241
-85.98598599	0.521389085
-85.78578579	0.249548127
-85.58558559	-0.032261387
-85.38538539	-0.312782175
-85.18518519	-0.580808431
-84.98498498	-0.825633463
-84.78478478	-1.037477385
-84.58458458	-1.207877788
-84.38438438	-1.330027785
-84.18418418	-1.399047919
-83.98398398	-1.412181082
-83.78378378	-1.36890265
-83.58358358	-1.270941444
-83.38338338	-1.122210663
-83.18318318	-0.928651572
-82.98298298	-0.697996165
-82.78278278	-0.439458302
-82.58258258	-0.163365648
-82.38238238	0.11925288
-82.18218218	0.397107681
-81.98198198	0.659099448
-81.78178178	0.894762544
-81.58158158	1.09468307
-81.38138138	1.250874914
-81.18118118	1.35709877
-80.98098098	1.409111374
