1 60 -5 5 60
   0.00000    0.00000
  16.93220    5.77320
  33.86441    7.10293
  50.79661    7.89465
  67.72881    8.46034
  84.66102    8.90080
 101.59322    9.26154
 118.52542    9.56706
 135.45763    9.83203
 152.38983   10.06597
 169.32203   10.27538
 186.25424   10.46493
 203.18644   10.63807
 220.11864   10.79740
 237.05085   10.94497
 253.98305   11.08239
 270.91525   11.21098
 287.84746   11.33180
 304.77966   11.44573
 321.71186   11.55352
 338.64407   11.65580
 355.57627   11.75310
 372.50847   11.84588
 389.44068   11.93455
 406.37288   12.01946
 423.30508   12.10091
 440.23729   12.17917
 457.16949   12.25448
 474.10169   12.32706
 491.03390   12.39710
 507.96610   12.46476
 524.89831   12.53022
 541.83051   12.59359
 558.76271   12.65503
 575.69492   12.71463
 592.62712   12.77250
 609.55932   12.82875
 626.49153   12.88346
 643.42373   12.93671
 660.35593   12.98858
 677.28814   13.03914
 694.22034   13.08846
 711.15254   13.13658
 728.08475   13.18358
 745.01695   13.22950
 761.94915   13.27438
 778.88136   13.31828
 795.81356   13.36124
 812.74576   13.40330
 829.67797   13.44448
 846.61017   13.48484
 863.54237   13.52440
 880.47458   13.56319
 897.40678   13.60125
 914.33898   13.63859
 931.27119   13.67525
 948.20339   13.71125
 965.13559   13.74661
 982.06780   13.78136
 999.00000   13.81551
