1 60 -5 5 60
   0.00000    0.00000
   1.67797    1.97012
   3.35593    2.94308
   5.03390    3.59479
   6.71186    4.08552
   8.38983    4.47925
  10.06780    4.80808
  11.74576    5.09040
  13.42373    5.33775
  15.10169    5.55785
  16.77966    5.75611
  18.45763    5.93648
  20.13559    6.10192
  21.81356    6.25471
  23.49153    6.39665
  25.16949    6.52919
  26.84746    6.65348
  28.52542    6.77050
  30.20339    6.88105
  31.88136    6.98581
  33.55932    7.08535
  35.23729    7.18018
  36.91525    7.27071
  38.59322    7.35732
  40.27119    7.44033
  41.94915    7.52003
  43.62712    7.59668
  45.30508    7.67050
  46.98305    7.74170
  48.66102    7.81044
  50.33898    7.87690
  52.01695    7.94122
  53.69492    8.00354
  55.37288    8.06398
  57.05085    8.12264
  58.72881    8.17963
  60.40678    8.23504
  62.08475    8.28896
  63.76271    8.34146
  65.44068    8.39262
  67.11864    8.44250
  68.79661    8.49117
  70.47458    8.53868
  72.15254    8.58509
  73.83051    8.63045
  75.50847    8.67480
  77.18644    8.71819
  78.86441    8.76066
  80.54237    8.80225
  82.22034    8.84298
  83.89831    8.88291
  85.57627    8.92205
  87.25424    8.96044
  88.93220    8.99811
  90.61017    9.03508
  92.28814    9.07139
  93.96610    9.10704
  95.64407    9.14207
  97.32203    9.17650
  99.00000    9.21034
