1 60 -5 5 60
   0.00000    0.00000
   0.15254    0.28394
   0.30508    0.53254
   0.45763    0.75362
   0.61017    0.95268
   0.76271    1.13371
   0.91525    1.29970
   1.06780    1.45297
   1.22034    1.59532
   1.37288    1.72821
   1.52542    1.85282
   1.67797    1.97012
   1.83051    2.08091
   1.98305    2.18589
   2.13559    2.28564
   2.28814    2.38064
   2.44068    2.47134
   2.59322    2.55810
   2.74576    2.64125
   2.89831    2.72108
   3.05085    2.79785
   3.20339    2.87178
   3.35593    2.94308
   3.50847    3.01192
   3.66102    3.07847
   3.81356    3.14287
   3.96610    3.20527
   4.11864    3.26578
   4.27119    3.32451
   4.42373    3.38157
   4.57627    3.43704
   4.72881    3.49102
   4.88136    3.54357
   5.03390    3.59479
   5.18644    3.64472
   5.33898    3.69344
   5.49153    3.74100
   5.64407    3.78745
   5.79661    3.83285
   5.94915    3.87724
   6.10169    3.92067
   6.25424    3.96317
   6.40678    4.00479
   6.55932    4.04556
   6.71186    4.08552
   6.86441    4.12469
   7.01695    4.16312
   7.16949    4.20081
   7.32203    4.23781
   7.47458    4.27414
   7.62712    4.30982
   7.77966    4.34488
   7.93220    4.37933
   8.08475    4.41319
   8.23729    4.44650
   8.38983    4.47925
   8.54237    4.51148
   8.69492    4.54320
   8.84746    4.57443
   9.00000    4.60517
