1 60 -5 5 60
  -1.00000  -27.00000
  -0.96610  -26.27358
  -0.93220  -25.58505
  -0.89831  -24.93326
  -0.86441  -24.31704
  -0.83051  -23.73521
  -0.79661  -23.18660
  -0.76271  -22.67005
  -0.72881  -22.18440
  -0.69492  -21.72846
  -0.66102  -21.30107
  -0.62712  -20.90107
  -0.59322  -20.52728
  -0.55932  -20.17854
  -0.52542  -19.85368
  -0.49153  -19.55153
  -0.45763  -19.27091
  -0.42373  -19.01067
  -0.38983  -18.76964
  -0.35593  -18.54663
  -0.32203  -18.34050
  -0.28814  -18.15006
  -0.25424  -17.97415
  -0.22034  -17.81160
  -0.18644  -17.66125
  -0.15254  -17.52191
  -0.11864  -17.39244
  -0.08475  -17.27164
  -0.05085  -17.15837
  -0.01695  -17.05145
   0.01695  -16.94970
   0.05085  -16.85197
   0.08475  -16.75708
   0.11864  -16.66387
   0.15254  -16.57116
   0.18644  -16.47779
   0.22034  -16.38260
   0.25424  -16.28440
   0.28814  -16.18203
   0.32203  -16.07433
   0.35593  -15.96012
   0.38983  -15.83824
   0.42373  -15.70751
   0.45763  -15.56678
   0.49153  -15.41486
   0.52542  -15.25060
   0.55932  -15.07282
   0.59322  -14.88036
   0.62712  -14.67204
   0.66102  -14.44670
   0.69492  -14.20317
   0.72881  -13.94028
   0.76271  -13.65686
   0.79661  -13.35175
   0.83051  -13.02377
   0.86441  -12.67176
   0.89831  -12.29454
   0.93220  -11.89096
   0.96610  -11.45983
   1.00000  -11.00000
