1 60 -5 5 60
   0.00000  -17.00000
   1.69492    6.68451
   3.38983  164.94947
   5.08475  603.86630
   6.77966 1469.50641
   8.47458 2907.94121
  10.16949 5065.24210
  11.86441 8087.48050
  13.55932 12120.72781
  15.25424 17311.05545
  16.94915 23804.53482
  18.64407 31747.23734
  20.33898 41285.23441
  22.03390 52564.59744
  23.72881 65731.39784
  25.42373 80931.70702
  27.11864 98311.59640
  28.81356 118017.13738
  30.50847 140194.40136
  32.20339 164989.45976
  33.89831 192548.38400
  35.59322 223017.24547
  37.28814 256542.11559
  38.98305 293269.06576
  40.67797 333344.16740
  42.37288 376913.49192
  44.06780 424123.11072
  45.76271 475119.09522
  47.45763 530047.51682
  49.15254 589054.44693
  50.84746 652285.95697
  52.54237 719888.11834
  54.23729 792007.00245
  55.93220 868788.68072
  57.62712 950379.22454
  59.32203 1036924.70534
  61.01695 1128571.19451
  62.71186 1225464.76347
  64.40678 1327751.48363
  66.10169 1435577.42640
  67.79661 1549088.66319
  69.49153 1668431.26540
  71.18644 1793751.30445
  72.88136 1925194.85175
  74.57627 2062907.97870
  76.27119 2207036.75671
  77.96610 2357727.25720
  79.66102 2515125.55158
  81.35593 2679377.71124
  83.05085 2850629.80761
  84.74576 3029027.91209
  86.44068 3214718.09609
  88.13559 3407846.43102
  89.83051 3608558.98829
  91.52542 3817001.83932
  93.22034 4033321.05550
  94.91525 4257662.70825
  96.61017 4490172.86897
  98.30508 4730997.60909
 100.00000 4980283.00000
