2 60 -5 5 60
   0.00000    0.00000    0.00000
   0.01010    0.00000    0.01010
   0.02020    0.00000    0.02020
   0.03030    0.00000    0.03030
   0.04040    0.00000    0.04040
   0.05051    0.00000    0.05051
   0.06061    0.00000    0.06061
   0.07071    0.00000    0.07071
   0.08081    0.00000    0.08081
   0.09091    0.00000    0.09091
   0.10101    0.00000    0.10101
   0.11111    0.00000    0.11111
   0.12121    0.00000    0.12121
   0.13131    0.00000    0.13131
   0.14141    0.00000    0.14141
   0.15152    0.00000    0.15152
   0.16162    0.00000    0.16162
   0.17172    0.00000    0.17172
   0.18182    0.00000    0.18182
   0.19192    0.00000    0.19192
   0.20202    0.00000    0.20202
   0.21212    0.00000    0.21212
   0.22222    0.00000    0.22222
   0.23232    0.00000    0.23232
   0.24242    0.00000    0.24242
   0.25253    0.00000    0.25253
   0.26263    0.00000    0.26263
   0.27273    0.00000    0.27273
   0.28283    0.00000    0.28283
   0.29293    0.00000    0.29293
   0.30303    0.00000    0.30303
   0.31313    0.00000    0.31313
   0.32323    0.00000    0.32323
   0.33333    0.00000    0.33333
   0.34343    0.00000    0.34343
   0.35354    0.00000    0.35354
   0.36364    0.00000    0.36364
   0.37374    0.00000    0.37374
   0.38384    0.00000    0.38384
   0.39394    0.00000    0.39394
   0.40404    0.00000    0.40404
   0.41414    0.00000    0.41414
   0.42424    0.00000    0.42424
   0.43434    0.00000    0.43434
   0.44444    0.00000    0.44444
   0.45455    0.00000    0.45455
   0.46465    0.00000    0.46465
   0.47475    0.00000    0.47475
   0.48485    0.00000    0.48485
   0.49495    0.00000    0.49495
   0.50505    0.00000    0.50505
   0.51515    0.00000    0.51515
   0.52525    0.00000    0.52525
   0.53535    0.00000    0.53535
   0.54545    0.00000    0.54545
   0.55556    0.00000    0.55556
   0.56566    0.00000    0.56566
   0.57576    0.00000    0.57576
   0.58586    0.00000    0.58586
   0.59596    0.00000    0.59596
   0.60606    0.00000    0.60606
   0.61616    0.00000    0.61616
   0.62626    0.00000    0.62626
   0.63636    0.00000    0.63636
   0.64646    0.00000    0.64646
   0.65657    0.00000    0.65657
   0.66667    0.00000    0.66667
   0.67677    0.00000    0.67677
   0.68687    0.00000    0.68687
   0.69697    0.00000    0.69697
   0.70707    0.00000    0.70707
   0.71717    0.00000    0.71717
   0.72727    0.00000    0.72727
   0.73737    0.00000    0.73737
   0.74747    0.00000    0.74747
   0.75758    0.00000    0.75758
   0.76768    0.00000    0.76768
   0.77778    0.00000    0.77778
   0.78788    0.00000    0.78788
   0.79798    0.00000    0.79798
   0.80808    0.00000    0.80808
   0.81818    0.00000    0.81818
   0.82828    0.00000    0.82828
   0.83838    0.00000    0.83838
   0.84848    0.00000    0.84848
   0.85859    0.00000    0.85859
   0.86869    0.00000    0.86869
   0.87879    0.00000    0.87879
   0.88889    0.00000    0.88889
   0.89899    0.00000    0.89899
   0.90909    0.00000    0.90909
   0.91919    0.00000    0.91919
   0.92929    0.00000    0.92929
   0.93939    0.00000    0.93939
   0.94949    0.00000    0.94949
   0.95960    0.00000    0.95960
   0.96970    0.00000    0.96970
   0.97980    0.00000    0.97980
   0.98990    0.00000    0.98990
   1.00000    0.00000    1.00000
   0.00000    0.01010    0.02020
   0.01010    0.01010    0.03030
   0.02020    0.01010    0.04040
   0.03030    0.01010    0.05051
   0.04040    0.01010    0.06061
   0.05051    0.01010    0.07071
   0.06061    0.01010    0.08081
   0.07071    0.01010    0.09091
   0.08081    0.01010    0.10101
   0.09091    0.01010    0.11111
   0.10101    0.01010    0.12121
   0.11111    0.01010    0.13131
   0.12121    0.01010    0.14141
   0.13131    0.01010    0.15152
   0.14141    0.01010    0.16162
   0.15152    0.01010    0.17172
   0.16162    0.01010    0.18182
   0.17172    0.01010    0.19192
   0.18182    0.01010    0.20202
   0.19192    0.01010    0.21212
   0.20202    0.01010    0.22222
   0.21212    0.01010    0.23232
   0.22222    0.01010    0.24242
   0.23232    0.01010    0.25253
   0.24242    0.01010    0.26263
   0.25253    0.01010    0.27273
   0.26263    0.01010    0.28283
   0.27273    0.01010    0.29293
   0.28283    0.01010    0.30303
   0.29293    0.01010    0.31313
   0.30303    0.01010    0.32323
   0.31313    0.01010    0.33333
   0.32323    0.01010    0.34343
   0.33333    0.01010    0.35354
   0.34343    0.01010    0.36364
   0.35354    0.01010    0.37374
   0.36364    0.01010    0.38384
   0.37374    0.01010    0.39394
   0.38384    0.01010    0.40404
   0.39394    0.01010    0.41414
   0.40404    0.01010    0.42424
   0.41414    0.01010    0.43434
   0.42424    0.01010    0.44444
   0.43434    0.01010    0.45455
   0.44444    0.01010    0.46465
   0.45455    0.01010    0.47475
   0.46465    0.01010    0.48485
   0.47475    0.01010    0.49495
   0.48485    0.01010    0.50505
   0.49495    0.01010    0.51515
   0.50505    0.01010    0.52525
   0.51515    0.01010    0.53535
   0.52525    0.01010    0.54545
