1 60 -5 5 60
   0.00000    1.00000
   1.69492    0.86851
   3.38983   -1.21504
   5.08475   -0.56766
   6.77966    1.35560
   8.47458    0.23201
  10.16949   -1.41304
  11.86441    0.11786
  13.55932    1.38386
  15.25424   -0.46050
  16.94915   -1.26984
  18.64407    0.77492
  20.33898    1.07797
  22.03390   -1.04182
  23.72881   -0.82001
  25.42373    1.24486
  27.11864    0.51179
  28.81356   -1.37158
  30.50847   -0.17218
  32.20339    1.41421
  33.89831   -0.17798
  35.59322   -1.37014
  37.28814    0.51723
  38.98305    1.24208
  40.67797   -0.82477
  42.37288   -1.03786
  44.06780    1.08174
  45.76271    0.77002
  47.45763   -1.27240
  49.15254   -0.45498
  50.84746    1.38505
  52.54237    0.11204
  54.23729   -1.41279
  55.93220    0.23777
  57.62712    1.35392
  59.32203   -0.57301
  61.01695   -1.21204
  62.71186    0.87311
  64.40678    0.99586
  66.10169   -1.11969
  67.79661   -0.71863
  69.49153    1.29762
  71.18644    0.39733
  72.88136   -1.39600
  74.57627   -0.05168
  76.27119    1.40880
  77.96610   -0.29713
  79.66102   -1.33522
  81.35593    0.62774
  83.05085    1.17980
  84.74576   -0.91986
  86.44068   -0.95204
  88.13559    1.15558
  89.83051    0.66592
  91.52542   -1.32046
  93.22034   -0.33897
  94.91525    1.40439
  96.61017   -0.00876
  98.30508   -1.40222
 100.00000    0.35595
