2 60 -5 5 60
   0.00000    0.00000    1.00000
   1.01010    0.00000    2.02030
   2.02020    0.00000    5.08122
   3.03030    0.00000   10.18274
   4.04040    0.00000   17.32486
   5.05051    0.00000   26.50760
   6.06061    0.00000   37.73095
   7.07071    0.00000   50.99490
   8.08081    0.00000   66.29946
   9.09091    0.00000   83.64463
  10.10101    0.00000  103.03041
  11.11111    0.00000  124.45679
  12.12121    0.00000  147.92378
  13.13131    0.00000  173.43138
  14.14141    0.00000  200.97959
  15.15152    0.00000  230.56841
  16.16162    0.00000  262.19784
  17.17172    0.00000  295.86787
  18.18182    0.00000  331.57851
  19.19192    0.00000  369.32976
  20.20202    0.00000  409.12162
  21.21212    0.00000  450.95409
  22.22222    0.00000  494.82716
  23.23232    0.00000  540.74084
  24.24242    0.00000  588.69513
  25.25253    0.00000  638.69003
  26.26263    0.00000  690.72554
  27.27273    0.00000  744.80165
  28.28283    0.00000  800.91838
  29.29293    0.00000  859.07571
  30.30303    0.00000  919.27365
  31.31313    0.00000  981.51219
  32.32323    0.00000 1045.79135
  33.33333    0.00000 1112.11111
  34.34343    0.00000 1180.47148
  35.35354    0.00000 1250.87246
  36.36364    0.00000 1323.31405
  37.37374    0.00000 1397.79625
  38.38384    0.00000 1474.31905
  39.39394    0.00000 1552.88246
  40.40404    0.00000 1633.48648
  41.41414    0.00000 1716.13111
  42.42424    0.00000 1800.81635
  43.43434    0.00000 1887.54219
  44.44444    0.00000 1976.30864
  45.45455    0.00000 2067.11570
  46.46465    0.00000 2159.96337
  47.47475    0.00000 2254.85165
  48.48485    0.00000 2351.78053
  49.49495    0.00000 2450.75003
  50.50505    0.00000 2551.76013
  51.51515    0.00000 2654.81084
  52.52525    0.00000 2759.90215
  53.53535    0.00000 2867.03408
  54.54545    0.00000 2976.20661
  55.55556    0.00000 3087.41975
  56.56566    0.00000 3200.67350
  57.57576    0.00000 3315.96786
  58.58586    0.00000 3433.30283
  59.59596    0.00000 3552.67840
  60.60606    0.00000 3674.09458
  61.61616    0.00000 3797.55137
  62.62626    0.00000 3923.04877
  63.63636    0.00000 4050.58678
  64.64646    0.00000 4180.16539
  65.65657    0.00000 4311.78461
  66.66667    0.00000 4445.44444
  67.67677    0.00000 4581.14488
  68.68687    0.00000 4718.88593
  69.69697    0.00000 4858.66758
  70.70707    0.00000 5000.48985
  71.71717    0.00000 5144.35272
  72.72727    0.00000 5290.25620
  73.73737    0.00000 5438.20029
  74.74747    0.00000 5588.18498
  75.75758    0.00000 5740.21028
  76.76768    0.00000 5894.27620
  77.77778    0.00000 6050.38272
  78.78788    0.00000 6208.52984
  79.79798    0.00000 6368.71758
  80.80808    0.00000 6530.94592
  81.81818    0.00000 6695.21488
  82.82828    0.00000 6861.52444
  83.83838    0.00000 7029.87460
  84.84848    0.00000 7200.26538
  85.85859    0.00000 7372.69677
  86.86869    0.00000 7547.16876
  87.87879    0.00000 7723.68136
  88.88889    0.00000 7902.23457
  89.89899    0.00000 8082.82838
  90.90909    0.00000 8265.46281
  91.91919    0.00000 8450.13784
  92.92929    0.00000 8636.85348
  93.93939    0.00000 8825.60973
  94.94949    0.00000 9016.40659
  95.95960    0.00000 9209.24406
  96.96970    0.00000 9404.12213
  97.97980    0.00000 9601.04081
  98.98990    0.00000 9800.00010
 100.00000    0.00000 10001.00000
   0.00000    1.01010   -6.07071
   1.01010    1.01010   -1.98949
   2.02020    1.01010    4.13233
   3.03030    1.01010   12.29477
   4.04040    1.01010   22.49781
   5.05051    1.01010   34.74145
   6.06061    1.01010   49.02571
   7.07071    1.01010   65.35058
   8.08081    1.01010   83.71605
   9.09091    1.01010  104.12213
  10.10101    1.01010  126.56882
  11.11111    1.01010  151.05612
  12.12121    1.01010  177.58402
  13.13131    1.01010  206.15254
  14.14141    1.01010  236.76166
  15.15152    1.01010  269.41139
  16.16162    1.01010  304.10172
  17.17172    1.01010  340.83267
  18.18182    1.01010  379.60422
  19.19192    1.01010  420.41639
  20.20202    1.01010  463.26916
  21.21212    1.01010  508.16253
  22.22222    1.01010  555.09652
  23.23232    1.01010  604.07112
  24.24242    1.01010  655.08632
  25.25253    1.01010  708.14213
  26.26263    1.01010  763.23855
  27.27273    1.01010  820.37557
  28.28283    1.01010  879.55321
  29.29293    1.01010  940.77145
  30.30303    1.01010 1004.03030
  31.31313    1.01010 1069.32976
  32.32323    1.01010 1136.66983
  33.33333    1.01010 1206.05051
  34.34343    1.01010 1277.47179
  35.35354    1.01010 1350.93368
  36.36364    1.01010 1426.43618
  37.37374    1.01010 1503.97929
  38.38384    1.01010 1583.56300
  39.39394    1.01010 1665.18733
  40.40404    1.01010 1748.85226
  41.41414    1.01010 1834.55780
  42.42424    1.01010 1922.30395
  43.43434    1.01010 2012.09071
  44.44444    1.01010 2103.91807
  45.45455    1.01010 2197.78604
  46.46465    1.01010 2293.69462
  47.47475    1.01010 2391.64381
  48.48485    1.01010 2491.63361
  49.49495    1.01010 2593.66401
  50.50505    1.01010 2697.73503
  51.51515    1.01010 2803.84665
  52.52525    1.01010 2911.99888
  53.53535    1.01010 3022.19172
  54.54545    1.01010 3134.42516
  55.55556    1.01010 3248.69921
  56.56566    1.01010 3365.01388
  57.57576    1.01010 3483.36915
  58.58586    1.01010 3603.76502
  59.59596    1.01010 3726.20151
  60.60606    1.01010 3850.67860
  61.61616    1.01010 3977.19631
  62.62626    1.01010 4105.75462
  63.63636    1.01010 4236.35354
  64.64646    1.01010 4368.99306
  65.65657    1.01010 4503.67320
  66.66667    1.01010 4640.39394
  67.67677    1.01010 4779.15529
  68.68687    1.01010 4919.95725
  69.69697    1.01010 5062.79982
  70.70707    1.01010 5207.68299
  71.71717    1.01010 5354.60677
  72.72727    1.01010 5503.57117
  73.73737    1.01010 5654.57617
  74.74747    1.01010 5807.62177
  75.75758    1.01010 5962.70799
  76.76768    1.01010 6119.83481
  77.77778    1.01010 6279.00224
  78.78788    1.01010 6440.21028
  79.79798    1.01010 6603.45893
  80.80808    1.01010 6768.74819
  81.81818    1.01010 6936.07805
  82.82828    1.01010 7105.44853
  83.83838    1.01010 7276.85961
  84.84848    1.01010 7450.31129
  85.85859    1.01010 7625.80359
  86.86869    1.01010 7803.33650
  87.87879    1.01010 7982.91001
  88.88889    1.01010 8164.52413
  89.89899    1.01010 8348.17886
  90.90909    1.01010 8533.87420
  91.91919    1.01010 8721.61014
  92.92929    1.01010 8911.38670
  93.93939    1.01010 9103.20386
  94.94949    1.01010 9297.06163
  95.95960    1.01010 9492.96000
  96.96970    1.01010 9690.89899
  97.97980    1.01010 9890.87858
  98.98990    1.01010 10092.89879
 100.00000    1.01010 10296.95960
   0.00000    2.02020  -13.14141
   1.01010    2.02020   -5.99929
   2.02020    2.02020    3.18345
   3.03030    2.02020   14.40680
   4.04040    2.02020   27.67075
   5.05051    2.02020   42.97531
   6.06061    2.02020   60.32048
   7.07071    2.02020   79.70625
   8.08081    2.02020  101.13264
   9.09091    2.02020  124.59963
  10.10101    2.02020  150.10723
  11.11111    2.02020  177.65544
  12.12121    2.02020  207.24426
  13.13131    2.02020  238.87369
  14.14141    2.02020  272.54372
  15.15152    2.02020  308.25436
  16.16162    2.02020  346.00561
  17.17172    2.02020  385.79747
  18.18182    2.02020  427.62994
  19.19192    2.02020  471.50301
  20.20202    2.02020  517.41669
  21.21212    2.02020  565.37098
  22.22222    2.02020  615.36588
  23.23232    2.02020  667.40139
  24.24242    2.02020  721.47750
  25.25253    2.02020  777.59423
  26.26263    2.02020  835.75156
  27.27273    2.02020  895.94949
  28.28283    2.02020  958.18804
  29.29293    2.02020 1022.46720
  30.30303    2.02020 1088.78696
  31.31313    2.02020 1157.14733
  32.32323    2.02020 1227.54831
  33.33333    2.02020 1299.98990
  34.34343    2.02020 1374.47209
  35.35354    2.02020 1450.99490
  36.36364    2.02020 1529.55831
  37.37374    2.02020 1610.16233
  38.38384    2.02020 1692.80696
  39.39394    2.02020 1777.49219
  40.40404    2.02020 1864.21804
  41.41414    2.02020 1952.98449
  42.42424    2.02020 2043.79155
  43.43434    2.02020 2136.63922
  44.44444    2.02020 2231.52750
  45.45455    2.02020 2328.45638
  46.46465    2.02020 2427.42587
  47.47475    2.02020 2528.43598
  48.48485    2.02020 2631.48669
  49.49495    2.02020 2736.57800
  50.50505    2.02020 2843.70993
  51.51515    2.02020 2952.88246
  52.52525    2.02020 3064.09560
  53.53535    2.02020 3177.34935
  54.54545    2.02020 3292.64371
  55.55556    2.02020 3409.97868
  56.56566    2.02020 3529.35425
  57.57576    2.02020 3650.77043
  58.58586    2.02020 3774.22722
  59.59596    2.02020 3899.72462
  60.60606    2.02020 4027.26263
  61.61616    2.02020 4156.84124
  62.62626    2.02020 4288.46046
  63.63636    2.02020 4422.12029
  64.64646    2.02020 4557.82073
  65.65657    2.02020 4695.56178
  66.66667    2.02020 4835.34343
  67.67677    2.02020 4977.16570
  68.68687    2.02020 5121.02857
  69.69697    2.02020 5266.93205
  70.70707    2.02020 5414.87614
  71.71717    2.02020 5564.86083
  72.72727    2.02020 5716.88613
  73.73737    2.02020 5870.95205
  74.74747    2.02020 6027.05857
  75.75758    2.02020 6185.20569
  76.76768    2.02020 6345.39343
  77.77778    2.02020 6507.62177
  78.78788    2.02020 6671.89073
  79.79798    2.02020 6838.20029
  80.80808    2.02020 7006.55045
  81.81818    2.02020 7176.94123
  82.82828    2.02020 7349.37262
  83.83838    2.02020 7523.84461
  84.84848    2.02020 7700.35721
  85.85859    2.02020 7878.91042
  86.86869    2.02020 8059.50423
  87.87879    2.02020 8242.13866
  88.88889    2.02020 8426.81369
  89.89899    2.02020 8613.52933
  90.90909    2.02020 8802.28558
  91.91919    2.02020 8993.08244
  92.92929    2.02020 9185.91991
  93.93939    2.02020 9380.79798
  94.94949    2.02020 9577.71666
  95.95960    2.02020 9776.67595
  96.96970    2.02020 9977.67585
  97.97980    2.02020 10180.71636
  98.98990    2.02020 10385.79747
 100.00000    2.02020 10592.91919
   0.00000    3.03030  -20.21212
   1.01010    3.03030  -10.00908
   2.02020    3.03030    2.23457
   3.03030    3.03030   16.51882
   4.04040    3.03030   32.84369
   5.05051    3.03030   51.20916
   6.06061    3.03030   71.61524
   7.07071    3.03030   94.06193
   8.08081    3.03030  118.54923
   9.09091    3.03030  145.07713
  10.10101    3.03030  173.64565
  11.11111    3.03030  204.25477
  12.12121    3.03030  236.90450
  13.13131    3.03030  271.59484
  14.14141    3.03030  308.32578
  15.15152    3.03030  347.09734
  16.16162    3.03030  387.90950
  17.17172    3.03030  430.76227
  18.18182    3.03030  475.65565
  19.19192    3.03030  522.58963
  20.20202    3.03030  571.56423
  21.21212    3.03030  622.57943
  22.22222    3.03030  675.63524
  23.23232    3.03030  730.73166
  24.24242    3.03030  787.86869
  25.25253    3.03030  847.04632
  26.26263    3.03030  908.26456
  27.27273    3.03030  971.52342
  28.28283    3.03030 1036.82288
  29.29293    3.03030 1104.16294
  30.30303    3.03030 1173.54362
  31.31313    3.03030 1244.96490
  32.32323    3.03030 1318.42679
  33.33333    3.03030 1393.92929
  34.34343    3.03030 1471.47240
  35.35354    3.03030 1551.05612
  36.36364    3.03030 1632.68044
  37.37374    3.03030 1716.34537
  38.38384    3.03030 1802.05091
  39.39394    3.03030 1889.79706
  40.40404    3.03030 1979.58382
  41.41414    3.03030 2071.41118
  42.42424    3.03030 2165.27916
  43.43434    3.03030 2261.18774
  44.44444    3.03030 2359.13692
  45.45455    3.03030 2459.12672
  46.46465    3.03030 2561.15713
  47.47475    3.03030 2665.22814
  48.48485    3.03030 2771.33976
  49.49495    3.03030 2879.49199
  50.50505    3.03030 2989.68483
  51.51515    3.03030 3101.91827
  52.52525    3.03030 3216.19233
  53.53535    3.03030 3332.50699
  54.54545    3.03030 3450.86226
  55.55556    3.03030 3571.25814
  56.56566    3.03030 3693.69462
  57.57576    3.03030 3818.17172
  58.58586    3.03030 3944.68942
  59.59596    3.03030 4073.24773
  60.60606    3.03030 4203.84665
  61.61616    3.03030 4336.48617
  62.62626    3.03030 4471.16631
  63.63636    3.03030 4607.88705
  64.64646    3.03030 4746.64840
  65.65657    3.03030 4887.45036
  66.66667    3.03030 5030.29293
  67.67677    3.03030 5175.17610
  68.68687    3.03030 5322.09989
  69.69697    3.03030 5471.06428
  70.70707    3.03030 5622.06928
  71.71717    3.03030 5775.11489
