1 60 -5 5 60
-100.00000    1.36868
 -96.61017   -1.41419
 -93.22034    1.37299
 -89.83051   -1.24762
 -86.44068    1.04576
 -83.05085   -0.77980
 -79.66102    0.46602
 -76.27119   -0.12368
 -72.88136   -0.22625
 -69.49153    0.56231
 -66.10169   -0.86389
 -62.71186    1.11251
 -59.32203   -1.29293
 -55.93220    1.39408
 -52.54237   -1.40977
 -49.15254    1.33903
 -45.76271   -1.18620
 -42.37288    0.96064
 -38.98305   -0.67620
 -35.59322    0.35030
 -32.20339   -0.00292
 -28.81356   -0.34464
 -25.42373    0.67106
 -22.03390   -0.95635
 -18.64407    1.18301
 -15.25424   -1.33714
 -11.86441    1.40929
  -8.47458   -1.39505
  -5.08475    1.29528
  -1.69492   -1.11611
   1.69492    0.86851
   5.08475   -0.56766
   8.47458    0.23201
  11.86441    0.11786
  15.25424   -0.46050
  18.64407    0.77492
  22.03390   -1.04182
  25.42373    1.24486
  28.81356   -1.37158
  32.20339    1.41421
  35.59322   -1.37014
  38.98305    1.24208
  42.37288   -1.03786
  45.76271    0.77002
  49.15254   -0.45498
  52.54237    0.11204
  55.93220    0.23777
  59.32203   -0.57301
  62.71186    0.87311
  66.10169   -1.11969
  69.49153    1.29762
  72.88136   -1.39600
  76.27119    1.40880
  79.66102   -1.33522
  83.05085    1.17980
  86.44068   -0.95204
  89.83051    0.66592
  93.22034   -0.33897
  96.61017   -0.00876
 100.00000    0.35595
