1 60 -5 5 60
  -3.14000   -1.00159
  -3.03356   -1.10199
  -2.92712   -1.18992
  -2.82068   -1.26438
  -2.71424   -1.32453
  -2.60780   -1.36969
  -2.50136   -1.39934
  -2.39492   -1.41315
  -2.28847   -1.41097
  -2.18203   -1.39282
  -2.07559   -1.35890
  -1.96915   -1.30960
  -1.86271   -1.24548
  -1.75627   -1.16726
  -1.64983   -1.07583
  -1.54339   -0.97222
  -1.43695   -0.85761
  -1.33051   -0.73329
  -1.22407   -0.60067
  -1.11763   -0.46125
  -1.01119   -0.31661
  -0.90475   -0.16838
  -0.79831   -0.01825
  -0.69186    0.13208
  -0.58542    0.28093
  -0.47898    0.42659
  -0.37254    0.56742
  -0.26610    0.70183
  -0.15966    0.82830
  -0.05322    0.94539
   0.05322    1.05178
   0.15966    1.14626
   0.26610    1.22778
   0.37254    1.29539
   0.47898    1.34834
   0.58542    1.38603
   0.69186    1.40803
   0.79831    1.41410
   0.90475    1.40415
   1.01119    1.37832
   1.11763    1.33688
   1.22407    1.28031
   1.33051    1.20925
   1.43695    1.12450
   1.54339    1.02703
   1.64983    0.91793
   1.75627    0.79844
   1.86271    0.66991
   1.96915    0.53380
   2.07559    0.39164
   2.18203    0.24506
   2.28847    0.09570
   2.39492   -0.05475
   2.50136   -0.20457
   2.60780   -0.35208
   2.71424   -0.49560
   2.82068   -0.63351
   2.92712   -0.76425
   3.03356   -0.88635
   3.14000   -0.99841
