1 60 -5 5 60
   0.00000    0.00000
   0.06780    0.13119
   0.13559    0.25431
   0.20339    0.37028
   0.27119    0.47990
   0.33898    0.58382
   0.40678    0.68261
   0.47458    0.77674
   0.54237    0.86664
   0.61017    0.95268
   0.67797    1.03516
   0.74576    1.11438
   0.81356    1.19058
   0.88136    1.26399
   0.94915    1.33479
   1.01695    1.40317
   1.08475    1.46929
   1.15254    1.53330
   1.22034    1.59532
   1.28814    1.65547
   1.35593    1.71387
   1.42373    1.77061
   1.49153    1.82579
   1.55932    1.87948
   1.62712    1.93178
   1.69492    1.98273
   1.76271    2.03243
   1.83051    2.08091
   1.89831    2.12825
   1.96610    2.17450
   2.03390    2.21970
   2.10169    2.26390
   2.16949    2.30714
   2.23729    2.34947
   2.30508    2.39092
   2.37288    2.43153
   2.44068    2.47134
   2.50847    2.51036
   2.57627    2.54864
   2.64407    2.58620
   2.71186    2.62307
   2.77966    2.65927
   2.84746    2.69483
   2.91525    2.72976
   2.98305    2.76410
   3.05085    2.79785
   3.11864    2.83105
   3.18644    2.86370
   3.25424    2.89583
   3.32203    2.92745
   3.38983    2.95858
   3.45763    2.98923
   3.52542    3.01942
   3.59322    3.04916
   3.66102    3.07847
   3.72881    3.10735
   3.79661    3.13582
   3.86441    3.16389
   3.93220    3.19157
   4.00000    3.21888
